SPCD,COMMON_NAME,MAJOR_SPGRPCD,MAJOR_NAME,E_SPGRPCD,EAST_NAME,W_SPGRPCD,WEST_NAME,C_SPGRPCD,CARIBBEAN_NAME,P_SPGRPCD,PACIFIC_NAME,JENKINS_SPGRPCD,JENKINS_NAME,STOCKING_SPGRPCD,STOCKING_NAME
413,southern shagbark hickory,4,Hard hardwoods,29.0,Hickory,47.0,Other western hardwoods,,,,,9,Hard maple/oak/hickory/beech,29.0,Oaks and hickory
420,chestnut spp.,3,Soft hardwoods,43.0,Eastern noncommercial hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,37.0,Average hardwood
421,American chestnut,3,Soft hardwoods,43.0,Eastern noncommercial hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,25.0,Red maple
422,Allegheny chinkapin,3,Soft hardwoods,43.0,Eastern noncommercial hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,29.0,Oaks and hickory
423,Ozark chinkapin,3,Soft hardwoods,43.0,Eastern noncommercial hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,29.0,Oaks and hickory
424,Chinese chestnut,3,Soft hardwoods,43.0,Eastern noncommercial hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,37.0,Average hardwood
431,"giant chinkapin, golden chinkapin",3,Soft hardwoods,43.0,Eastern noncommercial hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,29.0,Oaks and hickory
450,catalpa spp.,4,Hard hardwoods,42.0,Other eastern hard hardwoods,47.0,Other western hardwoods,54.0,Tropical and subtropical hardwoods,,,8,Mixed hardwood,27.0,"Maple, beech, birch"
451,southern catalpa,4,Hard hardwoods,43.0,Eastern noncommercial hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,27.0,"Maple, beech, birch"
452,northern catalpa,3,Soft hardwoods,41.0,Other eastern soft hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,27.0,"Maple, beech, birch"
460,hackberry spp.,3,Soft hardwoods,41.0,Other eastern soft hardwoods,47.0,Other western hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,36.0,"Elm, ash, cottonwood"
461,sugarberry,3,Soft hardwoods,41.0,Other eastern soft hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,36.0,"Elm, ash, cottonwood"
462,hackberry,3,Soft hardwoods,41.0,Other eastern soft hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,36.0,"Elm, ash, cottonwood"
463,netleaf hackberry,3,Soft hardwoods,41.0,Other eastern soft hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,36.0,"Elm, ash, cottonwood"
471,eastern redbud,3,Soft hardwoods,43.0,Eastern noncommercial hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,25.0,Red maple
475,curlleaf mountain-mahogany,4,Hard hardwoods,48.0,Woodland hardwoods,48.0,Woodland hardwoods,,,,,10,Juniper/oak/mesquite,38.0,Dryland species
481,yellowwood,4,Hard hardwoods,43.0,Eastern noncommercial hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,25.0,Red maple
490,dogwood spp.,4,Hard hardwoods,43.0,Eastern noncommercial hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,37.0,Average hardwood
491,flowering dogwood,4,Hard hardwoods,42.0,Other eastern hard hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,25.0,Red maple
492,Pacific dogwood,4,Hard hardwoods,43.0,Eastern noncommercial hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,26.0,Red alder
500,hawthorn spp.,4,Hard hardwoods,43.0,Eastern noncommercial hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,29.0,Oaks and hickory
501,cockspur hawthorn,4,Hard hardwoods,43.0,Eastern noncommercial hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,29.0,Oaks and hickory
502,downy hawthorn,4,Hard hardwoods,43.0,Eastern noncommercial hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,29.0,Oaks and hickory
503,Brainerd's hawthorn,4,Hard hardwoods,43.0,Eastern noncommercial hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,29.0,Oaks and hickory
504,pear hawthorn,4,Hard hardwoods,43.0,Eastern noncommercial hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,29.0,Oaks and hickory
505,fireberry hawthorn,4,Hard hardwoods,43.0,Eastern noncommercial hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,29.0,Oaks and hickory
506,broadleaf hawthorn,4,Hard hardwoods,43.0,Eastern noncommercial hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,29.0,Oaks and hickory
507,fanleaf hawthorn,4,Hard hardwoods,43.0,Eastern noncommercial hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,29.0,Oaks and hickory
508,oneseed hawthorn,4,Hard hardwoods,43.0,Eastern noncommercial hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,29.0,Oaks and hickory
509,scarlet hawthorn,4,Hard hardwoods,43.0,Eastern noncommercial hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,29.0,Oaks and hickory
510,eucalyptus spp.,4,Hard hardwoods,42.0,Other eastern hard hardwoods,47.0,Other western hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,26.0,Red alder
511,Tasmanian bluegum,4,Hard hardwoods,43.0,Eastern noncommercial hardwoods,47.0,Other western hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,26.0,Red alder
512,river redgum,4,Hard hardwoods,43.0,Eastern noncommercial hardwoods,47.0,Other western hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,26.0,Red alder
513,grand eucalyptus,4,Hard hardwoods,43.0,Eastern noncommercial hardwoods,47.0,Other western hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,26.0,Red alder
514,swampmahogany,4,Hard hardwoods,43.0,Eastern noncommercial hardwoods,47.0,Other western hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
520,persimmon spp.,4,Hard hardwoods,43.0,Eastern noncommercial hardwoods,47.0,Other western hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,29.0,Oaks and hickory
521,common persimmon,4,Hard hardwoods,42.0,Other eastern hard hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,29.0,Oaks and hickory
522,Texas persimmon,4,Hard hardwoods,43.0,Eastern noncommercial hardwoods,47.0,Other western hardwoods,,,,,10,Juniper/oak/mesquite,29.0,Oaks and hickory
523,Anacua knockaway,3,Soft hardwoods,48.0,Woodland hardwoods,48.0,Woodland hardwoods,,,,,10,Juniper/oak/mesquite,36.0,"Elm, ash, cottonwood"
531,American beech,4,Hard hardwoods,33.0,Beech,47.0,Other western hardwoods,,,,,9,Hard maple/oak/hickory/beech,27.0,"Maple, beech, birch"
539,narrow-leafed ash,3,Soft hardwoods,55.0,Urban-specific hardwoods,55.0,Urban-specific hardwoods,,,,,8,Mixed hardwood,,
540,ash spp.,3,Soft hardwoods,36.0,Ash,47.0,Other western hardwoods,54.0,Tropical and subtropical hardwoods,,,8,Mixed hardwood,33.0,"Cherry, ash, yellow poplar"
541,white ash,4,Hard hardwoods,36.0,Ash,47.0,Other western hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,33.0,"Cherry, ash, yellow poplar"
542,Oregon ash,4,Hard hardwoods,43.0,Eastern noncommercial hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,33.0,"Cherry, ash, yellow poplar"
543,black ash,3,Soft hardwoods,36.0,Ash,47.0,Other western hardwoods,,,,,8,Mixed hardwood,33.0,"Cherry, ash, yellow poplar"
544,green ash,4,Hard hardwoods,36.0,Ash,47.0,Other western hardwoods,,,,,8,Mixed hardwood,36.0,"Elm, ash, cottonwood"
545,pumpkin ash,3,Soft hardwoods,36.0,Ash,47.0,Other western hardwoods,,,,,8,Mixed hardwood,33.0,"Cherry, ash, yellow poplar"
546,blue ash,4,Hard hardwoods,36.0,Ash,47.0,Other western hardwoods,,,,,8,Mixed hardwood,33.0,"Cherry, ash, yellow poplar"
547,velvet ash,4,Hard hardwoods,43.0,Eastern noncommercial hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,33.0,"Cherry, ash, yellow poplar"
548,Carolina ash,4,Hard hardwoods,36.0,Ash,47.0,Other western hardwoods,,,,,8,Mixed hardwood,33.0,"Cherry, ash, yellow poplar"
549,Texas ash,3,Soft hardwoods,36.0,Ash,47.0,Other western hardwoods,,,,,8,Mixed hardwood,29.0,Oaks and hickory
550,honeylocust spp.,4,Hard hardwoods,42.0,Other eastern hard hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,37.0,Average hardwood
551,waterlocust,4,Hard hardwoods,42.0,Other eastern hard hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,25.0,Red maple
552,honeylocust,4,Hard hardwoods,42.0,Other eastern hard hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,27.0,"Maple, beech, birch"
555,loblolly-bay,3,Soft hardwoods,41.0,Other eastern soft hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,25.0,Red maple
561,ginkgo,3,Soft hardwoods,43.0,Eastern noncommercial hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,37.0,Average hardwood
571,Kentucky coffeetree,4,Hard hardwoods,42.0,Other eastern hard hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,25.0,Red maple
580,silverbell spp.,3,Soft hardwoods,43.0,Eastern noncommercial hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,37.0,Average hardwood
581,Carolina silverbell,3,Soft hardwoods,41.0,Other eastern soft hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,37.0,Average hardwood
582,two-wing silverbell,3,Soft hardwoods,41.0,Other eastern soft hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,37.0,Average hardwood
583,little silverbell,3,Soft hardwoods,41.0,Other eastern soft hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,37.0,Average hardwood
591,American holly,4,Hard hardwoods,42.0,Other eastern hard hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,25.0,Red maple
600,walnut spp.,4,Hard hardwoods,41.0,Other eastern soft hardwoods,47.0,Other western hardwoods,54.0,Tropical and subtropical hardwoods,,,8,Mixed hardwood,30.0,Black walnut
601,butternut,3,Soft hardwoods,41.0,Other eastern soft hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,30.0,Black walnut
602,black walnut,4,Hard hardwoods,40.0,Black walnut,47.0,Other western hardwoods,,,,,8,Mixed hardwood,30.0,Black walnut
603,northern California black walnut,4,Hard hardwoods,43.0,Eastern noncommercial hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,30.0,Black walnut
604,southern California black walnut,4,Hard hardwoods,43.0,Eastern noncommercial hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,30.0,Black walnut
605,Texas walnut,4,Hard hardwoods,41.0,Other eastern soft hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,30.0,Black walnut
606,Arizona walnut,4,Hard hardwoods,43.0,Eastern noncommercial hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,37.0,Average hardwood
611,sweetgum,3,Soft hardwoods,34.0,Sweetgum,47.0,Other western hardwoods,,,,,8,Mixed hardwood,31.0,Sweetgum
621,yellow-poplar,3,Soft hardwoods,39.0,Yellow-poplar,47.0,Other western hardwoods,,,,,8,Mixed hardwood,33.0,"Cherry, ash, yellow poplar"
631,tanoak,4,Hard hardwoods,43.0,Eastern noncommercial hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,25.0,Red maple
641,Osage-orange,4,Hard hardwoods,43.0,Eastern noncommercial hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,29.0,Oaks and hickory
650,magnolia spp.,3,Soft hardwoods,41.0,Other eastern soft hardwoods,47.0,Other western hardwoods,54.0,Tropical and subtropical hardwoods,,,8,Mixed hardwood,33.0,"Cherry, ash, yellow poplar"
651,cucumbertree,3,Soft hardwoods,41.0,Other eastern soft hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,33.0,"Cherry, ash, yellow poplar"
652,southern magnolia,3,Soft hardwoods,41.0,Other eastern soft hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,33.0,"Cherry, ash, yellow poplar"
653,sweetbay,3,Soft hardwoods,43.0,Eastern noncommercial hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,25.0,Red maple
654,bigleaf magnolia,4,Hard hardwoods,43.0,Eastern noncommercial hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,33.0,"Cherry, ash, yellow poplar"
655,Fraser magnolia,3,Soft hardwoods,41.0,Other eastern soft hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,33.0,"Cherry, ash, yellow poplar"
657,pyramid magnolia,3,Soft hardwoods,41.0,Other eastern soft hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,33.0,"Cherry, ash, yellow poplar"
658,umbrella magnolia,3,Soft hardwoods,41.0,Other eastern soft hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,33.0,"Cherry, ash, yellow poplar"
660,apple spp.,4,Hard hardwoods,43.0,Eastern noncommercial hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,37.0,Average hardwood
661,Oregon crab apple,4,Hard hardwoods,43.0,Eastern noncommercial hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,29.0,Oaks and hickory
662,southern crab apple,4,Hard hardwoods,43.0,Eastern noncommercial hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,29.0,Oaks and hickory
663,sweet crab apple,4,Hard hardwoods,43.0,Eastern noncommercial hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,29.0,Oaks and hickory
664,prairie crab apple,4,Hard hardwoods,43.0,Eastern noncommercial hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,29.0,Oaks and hickory
680,mulberry spp.,4,Hard hardwoods,42.0,Other eastern hard hardwoods,47.0,Other western hardwoods,54.0,Tropical and subtropical hardwoods,,,8,Mixed hardwood,25.0,Red maple
681,white mulberry,4,Hard hardwoods,42.0,Other eastern hard hardwoods,47.0,Other western hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,25.0,Red maple
682,red mulberry,4,Hard hardwoods,42.0,Other eastern hard hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,25.0,Red maple
683,Texas mulberry,4,Hard hardwoods,42.0,Other eastern hard hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,25.0,Red maple
684,black mulberry,4,Hard hardwoods,43.0,Eastern noncommercial hardwoods,47.0,Other western hardwoods,54.0,Tropical and subtropical hardwoods,,,8,Mixed hardwood,25.0,Red maple
690,tupelo spp.,3,Soft hardwoods,35.0,Tupelo and blackgum,47.0,Other western hardwoods,,,,,8,Mixed hardwood,31.0,Sweetgum
691,water tupelo,3,Soft hardwoods,35.0,Tupelo and blackgum,47.0,Other western hardwoods,,,,,8,Mixed hardwood,31.0,Sweetgum
692,Ogeechee tupelo,4,Hard hardwoods,43.0,Eastern noncommercial hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,31.0,Sweetgum
693,blackgum,3,Soft hardwoods,35.0,Tupelo and blackgum,47.0,Other western hardwoods,,,,,8,Mixed hardwood,31.0,Sweetgum
694,swamp tupelo,3,Soft hardwoods,35.0,Tupelo and blackgum,47.0,Other western hardwoods,,,,,8,Mixed hardwood,31.0,Sweetgum
701,eastern hophornbeam,4,Hard hardwoods,43.0,Eastern noncommercial hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,25.0,Red maple
711,sourwood,4,Hard hardwoods,43.0,Eastern noncommercial hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,25.0,Red maple
712,paulownia,3,Soft hardwoods,41.0,Other eastern soft hardwoods,47.0,Other western hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,27.0,"Maple, beech, birch"
715,Maytenus palauica,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
718,kesiamel,3,Soft hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,37.0,Average hardwood
720,bay spp.,3,Soft hardwoods,43.0,Eastern noncommercial hardwoods,47.0,Other western hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,33.0,"Cherry, ash, yellow poplar"
721,redbay,3,Soft hardwoods,41.0,Other eastern soft hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,33.0,"Cherry, ash, yellow poplar"
722,planertree,3,Soft hardwoods,43.0,Eastern noncommercial hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,33.0,"Cherry, ash, yellow poplar"
729,sycamore spp.,3,Soft hardwoods,41.0,Other eastern soft hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,36.0,"Elm, ash, cottonwood"
730,California sycamore,3,Soft hardwoods,43.0,Eastern noncommercial hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,36.0,"Elm, ash, cottonwood"
731,American sycamore,3,Soft hardwoods,41.0,Other eastern soft hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,36.0,"Elm, ash, cottonwood"
732,Arizona sycamore,3,Soft hardwoods,41.0,Other eastern soft hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,36.0,"Elm, ash, cottonwood"
740,cottonwood and poplar spp.,3,Soft hardwoods,37.0,Cottonwood and aspen (East),44.0,Cottonwood and aspen (West),,,,,6,Aspen/alder/cottonwood-willow,36.0,"Elm, ash, cottonwood"
741,balsam poplar,3,Soft hardwoods,37.0,Cottonwood and aspen (East),44.0,Cottonwood and aspen (West),,,,,6,Aspen/alder/cottonwood-willow,32.0,Aspen
742,eastern cottonwood,3,Soft hardwoods,37.0,Cottonwood and aspen (East),44.0,Cottonwood and aspen (West),,,,,6,Aspen/alder/cottonwood-willow,36.0,"Elm, ash, cottonwood"
743,bigtooth aspen,3,Soft hardwoods,37.0,Cottonwood and aspen (East),44.0,Cottonwood and aspen (West),,,,,6,Aspen/alder/cottonwood-willow,32.0,Aspen
744,swamp cottonwood,3,Soft hardwoods,37.0,Cottonwood and aspen (East),44.0,Cottonwood and aspen (West),,,,,6,Aspen/alder/cottonwood-willow,36.0,"Elm, ash, cottonwood"
745,plains cottonwood,3,Soft hardwoods,37.0,Cottonwood and aspen (East),44.0,Cottonwood and aspen (West),,,,,6,Aspen/alder/cottonwood-willow,36.0,"Elm, ash, cottonwood"
746,quaking aspen,3,Soft hardwoods,37.0,Cottonwood and aspen (East),44.0,Cottonwood and aspen (West),,,,,6,Aspen/alder/cottonwood-willow,32.0,Aspen
747,black cottonwood,4,Hard hardwoods,37.0,Cottonwood and aspen (East),44.0,Cottonwood and aspen (West),,,,,6,Aspen/alder/cottonwood-willow,36.0,"Elm, ash, cottonwood"
748,Fremont cottonwood,4,Hard hardwoods,37.0,Cottonwood and aspen (East),44.0,Cottonwood and aspen (West),,,,,6,Aspen/alder/cottonwood-willow,36.0,"Elm, ash, cottonwood"
749,narrowleaf cottonwood,3,Soft hardwoods,37.0,Cottonwood and aspen (East),44.0,Cottonwood and aspen (West),,,,,6,Aspen/alder/cottonwood-willow,36.0,"Elm, ash, cottonwood"
752,silver poplar,3,Soft hardwoods,37.0,Cottonwood and aspen (East),44.0,Cottonwood and aspen (West),,,,,6,Aspen/alder/cottonwood-willow,36.0,"Elm, ash, cottonwood"
753,Lombardy poplar,3,Soft hardwoods,37.0,Cottonwood and aspen (East),44.0,Cottonwood and aspen (West),,,,,6,Aspen/alder/cottonwood-willow,36.0,"Elm, ash, cottonwood"
755,mesquite spp.,4,Hard hardwoods,48.0,Woodland hardwoods,48.0,Woodland hardwoods,54.0,Tropical and subtropical hardwoods,54.0,Tropical and subtropical hardwoods,10,Juniper/oak/mesquite,38.0,Dryland species
756,honey mesquite,4,Hard hardwoods,48.0,Woodland hardwoods,48.0,Woodland hardwoods,,,,,10,Juniper/oak/mesquite,38.0,Dryland species
757,velvet mesquite,4,Hard hardwoods,48.0,Woodland hardwoods,48.0,Woodland hardwoods,,,,,10,Juniper/oak/mesquite,38.0,Dryland species
758,screwbean mesquite,4,Hard hardwoods,48.0,Woodland hardwoods,48.0,Woodland hardwoods,,,,,10,Juniper/oak/mesquite,38.0,Dryland species
759,Sargent cherry,3,Soft hardwoods,55.0,Urban-specific hardwoods,55.0,Urban-specific hardwoods,,,,,8,Mixed hardwood,,
760,Prunus,4,Hard hardwoods,43.0,Eastern noncommercial hardwoods,47.0,Other western hardwoods,54.0,Tropical and subtropical hardwoods,,,8,Mixed hardwood,37.0,Average hardwood
761,pin cherry,3,Soft hardwoods,43.0,Eastern noncommercial hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,25.0,Red maple
762,black cherry,3,Soft hardwoods,41.0,Other eastern soft hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,33.0,"Cherry, ash, yellow poplar"
763,chokecherry,4,Hard hardwoods,43.0,Eastern noncommercial hardwoods,47.0,Other western hardwoods,,,,,8,Mixed hardwood,25.0,Red maple
764,peach,3,Soft hardwoods,43.0,Eastern noncommercial hardwoods,47.0,Other western hardwoods,,,54.0,Tropical and subtropical hardwoods,8,Mixed hardwood,25.0,Red maple
